python,javascript,sql,machine_learning,statistics,react,nodejs,docker,kubernetes,networking,linux,swift,kotlin,cloud,data_analysis,deep_learning,communication,project_management,uiux_design,git,career_track
8,3,5,8,8,4,3,4,2,1,6,2,1,4,6,8,4,3,4,8,AI/ML Engineer
8,1,8,0,7,4,4,4,4,0,4,4,0,6,10,3,7,0,3,10,Data Engineer
4,6,3,3,3,10,6,3,3,3,3,1,2,2,0,1,6,0,7,10,Web Developer
7,2,4,0,1,2,3,10,10,8,7,0,1,7,0,4,4,6,3,5,Cloud Architect
9,1,10,8,6,0,3,1,3,2,3,0,0,7,10,5,4,3,2,7,Data Scientist
10,9,3,2,1,4,5,6,0,9,10,3,0,6,3,3,6,0,1,8,Blockchain Developer
6,1,5,1,4,1,2,7,6,7,9,1,0,6,2,0,7,4,1,9,Cybersecurity Analyst
6,1,6,1,3,0,2,8,10,6,10,4,3,8,3,0,7,4,3,10,DevOps Engineer
10,3,7,10,6,3,4,5,1,2,5,2,3,6,6,7,0,4,4,6,AI/ML Engineer
4,9,7,1,4,6,6,2,3,2,2,3,2,4,0,1,8,5,9,10,UI/UX Designer
6,0,8,1,7,0,1,3,3,3,4,3,3,7,9,2,7,4,2,6,Data Engineer
7,10,3,0,0,10,6,3,2,0,1,4,3,2,4,4,4,0,7,6,Web Developer
3,4,9,0,1,1,3,2,3,0,0,4,1,3,5,2,9,6,6,10,Product Manager
4,3,6,1,1,1,2,1,2,1,3,4,0,6,7,2,6,8,8,6,Product Manager
6,10,7,3,3,6,0,4,1,0,0,6,7,3,4,2,5,4,7,8,Mobile Developer
7,4,6,1,0,2,0,3,4,1,0,1,4,5,7,2,7,8,8,8,Product Manager
6,9,3,3,3,3,2,2,3,0,2,10,7,1,1,3,4,1,10,8,Mobile Developer
7,3,6,4,4,3,4,5,3,4,7,3,2,7,8,0,4,2,0,10,Data Engineer
3,8,4,1,1,9,7,7,0,3,1,0,2,1,0,4,5,4,6,10,Web Developer
6,3,9,9,6,0,4,1,1,4,4,3,4,5,7,7,5,2,2,5,Data Scientist
10,3,3,7,7,3,3,5,3,3,4,0,1,6,5,6,2,4,2,8,AI/ML Engineer
4,6,5,1,1,9,7,1,0,2,0,0,2,3,4,1,10,6,8,10,UI/UX Designer
7,6,7,3,3,2,5,6,4,8,10,2,1,3,3,0,6,2,0,10,Blockchain Developer
10,0,7,6,6,4,0,5,1,4,5,0,0,4,5,8,4,0,3,10,AI/ML Engineer
3,2,3,1,4,4,3,9,8,3,9,1,4,6,4,0,6,3,2,6,DevOps Engineer
5,10,4,1,0,8,6,3,0,3,1,3,3,1,2,2,7,4,10,10,UI/UX Designer
5,8,4,1,4,8,4,1,3,0,4,0,0,4,2,1,10,4,9,6,UI/UX Designer
7,3,6,6,9,4,2,6,3,4,4,1,4,4,3,10,2,2,2,9,AI/ML Engineer
9,0,3,8,7,2,0,6,2,1,5,4,1,7,6,6,2,2,4,10,AI/ML Engineer
10,2,9,6,6,4,0,3,4,2,0,1,0,5,10,5,4,3,0,7,Data Scientist
4,5,6,0,3,1,0,2,3,1,3,0,2,5,5,0,10,8,10,8,Product Manager
5,8,7,1,2,8,6,6,0,4,1,3,0,2,2,3,5,0,6,8,Web Developer
4,1,6,3,3,4,0,7,7,7,7,1,3,9,0,1,5,1,1,6,DevOps Engineer
3,9,6,0,3,6,7,5,1,4,4,4,0,3,1,1,4,1,10,7,Web Developer
5,1,6,0,3,3,3,9,7,7,7,2,3,8,1,3,4,3,1,6,DevOps Engineer
10,7,3,3,0,0,4,6,1,7,7,0,1,5,3,3,4,0,4,10,Blockchain Developer
3,7,6,3,0,10,5,3,1,4,0,0,1,4,1,3,10,5,8,7,UI/UX Designer
4,10,4,4,0,6,3,0,2,3,1,9,8,1,1,0,7,0,10,6,Mobile Developer
3,1,3,4,3,0,0,7,8,6,8,4,4,8,1,1,4,3,4,10,DevOps Engineer
5,6,5,4,2,6,1,2,1,4,1,8,8,0,2,1,3,2,8,10,Mobile Developer
4,7,7,2,3,3,2,4,0,4,1,0,2,6,6,4,9,10,7,7,Product Manager
7,10,5,1,0,2,6,4,4,10,7,1,1,3,4,4,3,2,4,8,Blockchain Developer
4,3,6,0,0,2,0,9,9,6,8,3,2,9,2,2,5,3,1,5,Cloud Architect
3,8,6,0,0,7,0,1,1,2,0,10,10,3,2,4,6,4,9,7,Mobile Developer
8,7,7,3,0,1,7,5,1,8,10,4,0,5,3,0,5,2,4,10,Blockchain Developer
4,2,4,4,4,1,1,10,7,3,6,3,0,7,1,2,3,4,4,9,DevOps Engineer
4,7,3,0,0,7,8,4,1,1,1,2,0,4,0,0,7,1,8,8,Web Developer
8,4,10,2,5,0,2,5,4,4,3,3,0,10,9,2,4,1,4,10,Data Engineer
10,4,4,10,10,1,4,7,0,1,3,3,1,7,7,6,0,3,3,10,AI/ML Engineer
6,6,6,0,1,7,6,2,0,4,2,1,0,2,4,2,10,4,6,7,UI/UX Designer
10,1,10,0,5,1,4,3,5,4,3,0,3,6,10,0,4,0,0,7,Data Engineer
6,3,3,7,10,1,2,6,4,3,3,2,2,6,5,9,0,0,3,7,AI/ML Engineer
7,7,6,0,2,3,6,5,1,8,7,4,0,5,3,1,3,0,2,9,Blockchain Developer
4,6,7,0,4,9,10,7,4,2,4,1,1,0,2,0,4,1,9,10,Web Developer
6,9,5,1,1,7,1,3,1,4,3,7,9,2,2,2,4,4,9,6,Mobile Developer
7,4,4,1,1,3,1,5,4,8,10,3,4,10,3,2,5,2,3,7,Cybersecurity Analyst
5,3,6,3,3,4,2,3,1,1,0,0,0,4,6,3,10,8,7,6,Product Manager
3,7,8,2,2,1,0,0,1,1,1,0,1,6,6,3,7,9,7,9,Product Manager
4,9,3,1,2,9,6,3,0,3,4,3,0,1,3,3,7,7,6,7,UI/UX Designer
6,9,5,1,4,10,7,4,1,1,0,4,0,3,3,4,6,1,6,7,Web Developer
7,10,5,0,3,4,3,4,0,0,0,8,9,2,1,4,5,2,10,6,Mobile Developer
7,1,3,0,4,4,2,7,7,10,9,3,2,8,1,2,4,4,2,8,Cybersecurity Analyst
7,3,4,3,0,1,3,7,7,6,9,2,4,7,1,1,4,7,2,3,Cloud Architect
10,3,8,2,5,1,3,6,7,3,5,3,4,9,9,2,6,1,4,10,Data Engineer
9,2,4,1,1,0,3,4,7,8,6,2,3,10,3,1,5,4,2,6,Cybersecurity Analyst
8,2,9,7,9,3,0,3,4,4,0,1,1,6,9,6,4,2,4,5,Data Scientist
4,1,3,4,3,0,0,8,7,10,8,4,1,7,1,3,7,7,2,3,Cloud Architect
6,1,5,1,4,4,3,8,10,6,9,1,2,8,0,4,5,3,0,4,Cloud Architect
6,5,9,1,3,1,4,2,4,0,0,4,3,6,5,4,6,10,10,8,Product Manager
9,0,7,4,3,1,2,7,3,2,3,3,3,10,6,3,4,1,3,9,Data Engineer
5,3,4,3,3,2,4,7,9,10,10,3,2,6,3,2,4,5,4,4,Cloud Architect
7,5,9,3,4,2,4,0,3,4,4,0,4,6,4,1,8,6,8,7,Product Manager
3,6,6,4,1,6,4,0,1,3,1,10,8,1,1,0,7,1,10,6,Mobile Developer
6,0,5,1,1,2,1,7,10,6,10,0,0,10,2,1,6,7,4,5,Cloud Architect
9,3,6,9,9,2,4,6,4,4,4,1,0,4,6,10,0,1,2,6,AI/ML Engineer
9,4,7,0,5,4,4,3,3,4,5,0,0,7,9,1,5,3,4,8,Data Engineer
5,7,6,0,0,7,4,1,2,0,1,10,10,0,4,4,6,2,10,9,Mobile Developer
5,6,7,4,2,10,9,4,1,0,4,0,1,1,4,3,6,4,10,6,Web Developer
7,3,7,10,6,4,4,1,0,1,2,1,1,4,6,4,3,3,2,3,Data Scientist
3,7,10,1,0,0,1,1,0,3,1,1,0,6,6,2,9,7,10,6,Product Manager
7,6,6,1,1,4,6,5,0,8,9,1,4,7,1,4,5,1,0,6,Blockchain Developer
9,4,3,2,2,4,1,5,3,7,9,0,1,8,3,3,3,3,1,10,Cybersecurity Analyst
7,3,3,6,9,2,1,3,1,3,5,1,2,3,4,10,0,2,3,10,AI/ML Engineer
9,8,4,0,4,1,6,4,1,6,10,2,4,6,4,4,6,4,2,7,Blockchain Developer
8,8,3,2,2,1,5,4,3,10,7,1,1,7,4,4,5,1,4,9,Blockchain Developer
7,8,7,0,0,6,1,0,1,2,2,7,9,4,1,1,4,1,7,9,Mobile Developer
10,4,7,4,7,1,4,3,3,1,4,0,3,10,8,2,4,2,3,8,Data Engineer
6,7,7,1,2,6,10,7,1,2,3,2,4,3,2,0,4,2,8,6,Web Developer
9,3,6,8,6,2,4,4,4,0,4,4,0,7,4,7,4,2,4,10,AI/ML Engineer
6,6,4,0,2,6,3,1,1,4,0,1,0,0,2,2,6,5,7,6,UI/UX Designer
5,3,7,1,1,3,1,1,4,0,0,1,0,5,4,1,9,8,7,7,Product Manager
10,3,6,0,3,2,4,6,3,9,10,1,3,8,4,0,7,1,0,7,Cybersecurity Analyst
7,1,8,3,4,4,0,4,4,0,7,1,1,10,7,4,4,0,4,6,Data Engineer
5,0,3,2,1,4,3,6,8,9,6,0,1,6,4,0,7,4,4,6,Cloud Architect
8,6,6,2,3,2,6,7,1,6,7,2,2,7,2,3,4,2,4,6,Blockchain Developer
9,9,3,0,1,2,5,6,1,7,10,0,4,5,1,2,3,0,0,8,Blockchain Developer
8,2,7,3,7,0,3,4,3,4,3,3,4,7,6,3,4,4,0,8,Data Engineer
5,6,7,2,3,10,7,6,4,0,1,3,0,1,2,0,7,3,7,6,Web Developer
7,4,6,4,1,2,3,6,10,4,7,2,1,10,4,1,7,4,0,9,DevOps Engineer
9,4,3,0,1,4,2,3,4,10,7,0,3,9,4,1,5,0,3,9,Cybersecurity Analyst
5,1,4,3,0,4,4,6,10,8,8,4,3,10,1,1,3,5,3,7,Cloud Architect
7,4,7,10,8,2,2,2,0,2,3,3,0,5,8,5,7,1,4,4,Data Scientist
7,3,6,0,4,2,4,10,9,6,9,3,2,7,0,3,6,0,3,7,DevOps Engineer
7,6,3,0,2,0,4,7,1,10,8,3,2,6,4,3,7,3,4,9,Blockchain Developer
3,2,6,0,2,1,2,6,7,3,9,1,2,6,4,2,5,1,2,6,DevOps Engineer
6,2,4,4,3,4,4,7,10,8,8,1,2,9,1,4,6,4,4,7,Cloud Architect
3,0,7,0,1,4,0,6,10,7,10,1,1,9,0,0,5,7,3,3,Cloud Architect
7,0,6,8,10,0,1,3,0,0,2,4,3,4,9,4,7,1,2,5,Data Scientist
8,3,9,3,6,0,3,5,3,3,4,0,3,8,10,3,4,2,0,8,Data Engineer
9,0,9,10,9,2,2,4,0,0,1,4,3,7,7,7,7,1,0,6,Data Scientist
5,7,7,3,4,4,3,4,0,0,3,9,9,0,4,3,3,3,9,9,Mobile Developer
4,7,7,4,2,6,4,2,2,0,2,2,0,3,2,4,8,3,6,9,UI/UX Designer
8,3,8,0,4,1,3,3,6,3,7,4,0,7,8,4,3,0,1,6,Data Engineer
5,4,3,1,1,2,2,7,9,6,6,2,2,9,2,0,4,3,3,4,Cloud Architect
3,8,5,1,0,3,4,2,2,0,1,6,7,2,4,3,5,1,6,8,Mobile Developer
6,8,6,3,2,0,5,4,0,8,7,4,1,5,0,0,6,2,1,7,Blockchain Developer
5,8,5,4,3,4,2,3,0,4,3,8,8,2,3,2,6,2,6,6,Mobile Developer
7,5,7,4,2,3,2,1,4,4,4,2,0,3,5,1,8,6,8,10,Product Manager
7,4,9,0,3,4,3,0,4,1,0,3,0,7,6,1,8,7,6,8,Product Manager
5,1,3,0,3,3,2,6,6,7,7,1,2,6,4,0,6,2,1,6,DevOps Engineer
6,10,4,3,0,9,6,1,2,3,3,4,1,4,3,3,6,7,7,9,UI/UX Designer
3,2,4,1,1,3,3,8,7,5,7,0,4,10,1,2,6,1,1,9,DevOps Engineer
6,0,6,8,8,2,4,4,4,1,4,2,2,4,7,7,6,1,0,5,Data Scientist
7,4,4,3,3,3,3,8,6,6,8,1,0,10,0,2,4,3,2,7,Cloud Architect
6,7,9,3,4,3,4,1,3,0,2,1,3,3,5,4,9,10,7,8,Product Manager
3,7,6,3,2,9,4,4,3,2,0,1,0,3,4,2,7,7,7,8,UI/UX Designer
7,3,9,8,8,3,2,0,2,4,2,1,0,4,7,7,3,0,0,3,Data Scientist
4,0,3,2,2,3,2,9,6,3,9,2,2,9,4,2,4,2,4,6,DevOps Engineer
5,6,6,4,1,2,2,0,2,4,2,0,3,7,6,1,6,7,7,7,Product Manager
9,7,3,4,3,4,3,5,1,6,8,3,0,6,4,4,6,4,4,7,Blockchain Developer
6,3,6,4,3,4,4,5,3,10,9,4,4,10,1,1,4,1,2,10,Cybersecurity Analyst
6,4,9,4,5,4,2,3,3,3,7,2,2,10,6,0,5,3,0,7,Data Engineer
6,3,3,0,1,0,1,7,6,7,10,1,4,10,4,2,5,4,0,4,Cloud Architect
8,4,4,6,8,2,1,5,1,1,4,2,1,5,7,7,2,2,2,6,AI/ML Engineer
8,1,3,1,1,2,2,7,5,7,6,2,4,10,1,2,5,4,2,7,Cybersecurity Analyst
6,0,9,6,6,3,3,4,0,0,4,2,2,5,10,3,7,4,2,4,Data Scientist
3,3,9,1,4,3,1,0,1,0,3,0,1,6,4,1,8,6,6,7,Product Manager
3,10,3,4,2,4,1,2,3,0,0,7,7,1,2,3,3,4,8,6,Mobile Developer
7,3,5,2,3,1,2,8,7,3,6,3,4,8,2,3,6,2,1,7,DevOps Engineer
3,0,5,3,3,1,1,9,6,8,9,2,4,6,4,3,4,6,4,5,Cloud Architect
3,4,7,1,4,4,0,10,10,8,10,1,4,7,4,1,7,4,4,3,Cloud Architect
9,9,5,1,0,1,3,6,1,8,10,0,4,6,3,3,7,3,3,10,Blockchain Developer
7,1,6,10,6,3,1,7,3,3,3,1,0,6,6,6,3,2,4,7,AI/ML Engineer
10,10,4,4,2,2,3,7,3,6,10,4,1,4,2,0,3,0,2,9,Blockchain Developer
6,3,6,7,7,4,3,6,2,2,3,0,2,3,6,7,3,2,4,10,AI/ML Engineer
6,3,9,1,3,4,3,4,6,4,7,0,3,10,8,4,7,3,4,7,Data Engineer
3,4,5,0,0,2,1,6,8,6,10,0,3,6,1,2,3,2,0,7,DevOps Engineer
9,10,4,4,1,4,4,7,3,9,10,4,1,4,1,2,7,4,4,10,Blockchain Developer
8,2,7,9,10,3,2,5,2,2,3,2,2,6,5,8,3,2,2,10,AI/ML Engineer
10,2,9,4,5,4,4,3,5,2,4,1,2,6,10,3,7,3,0,7,Data Engineer
10,2,3,3,3,1,3,7,5,7,8,2,0,9,2,4,7,3,3,7,Cybersecurity Analyst
5,3,8,1,2,0,1,3,1,4,0,4,2,6,3,3,6,10,8,7,Product Manager
6,2,4,9,9,0,4,5,1,3,5,1,1,6,5,7,3,2,2,9,AI/ML Engineer
6,3,4,4,1,3,1,10,10,9,6,0,2,9,2,3,7,6,1,5,Cloud Architect
7,0,10,4,6,2,0,6,4,2,3,2,1,9,9,4,6,4,3,6,Data Engineer
10,2,3,7,6,0,3,3,0,3,6,3,4,6,7,7,4,1,3,9,AI/ML Engineer
8,4,4,7,8,3,0,5,0,2,3,2,3,3,7,9,2,0,1,9,AI/ML Engineer
6,1,5,4,2,3,1,7,4,7,6,2,1,7,3,3,6,1,4,8,Cybersecurity Analyst
6,0,6,0,4,1,1,6,6,7,9,4,1,7,3,1,3,1,2,9,DevOps Engineer
4,6,7,3,1,3,2,2,2,2,2,4,1,5,7,4,7,7,9,9,Product Manager
6,8,7,3,2,9,9,7,2,0,1,4,2,3,2,1,4,0,6,7,Web Developer
3,9,3,4,2,5,4,1,1,3,0,8,9,4,2,0,3,1,9,10,Mobile Developer
4,3,4,1,3,4,3,6,6,4,9,3,3,10,2,2,5,4,3,8,DevOps Engineer
3,8,3,4,0,7,0,0,2,0,4,8,6,2,3,2,6,3,8,10,Mobile Developer
3,9,7,0,1,7,6,6,4,2,0,4,4,1,2,0,4,1,9,10,Web Developer
7,6,5,0,2,10,8,6,2,3,4,4,0,3,3,1,4,1,8,7,Web Developer
6,1,10,10,6,1,2,0,0,4,0,0,0,7,8,5,3,4,2,5,Data Scientist
6,6,7,1,1,4,0,1,4,2,0,2,3,6,3,1,6,7,9,6,Product Manager
7,4,7,2,3,3,0,1,1,3,2,0,1,3,4,4,10,6,9,9,Product Manager
8,0,3,1,0,2,1,5,7,6,7,3,2,6,2,2,7,2,4,10,Cybersecurity Analyst
9,0,9,7,7,0,1,4,1,3,3,3,3,7,8,3,6,1,3,4,Data Scientist
5,8,3,4,4,6,4,3,2,0,4,9,8,4,1,2,7,2,6,6,Mobile Developer
7,9,6,3,3,8,4,3,3,1,3,1,2,4,3,4,9,3,6,8,UI/UX Designer
4,8,6,4,3,6,6,3,3,1,4,3,1,1,3,3,4,1,7,9,Web Developer
7,10,3,4,0,3,3,7,1,6,7,3,2,5,4,0,6,3,1,10,Blockchain Developer
5,1,5,2,1,2,0,9,10,4,6,4,4,10,2,2,5,2,0,8,DevOps Engineer
7,9,3,3,1,9,8,5,4,4,4,0,4,0,4,0,6,3,8,6,Web Developer
3,7,3,2,2,7,10,7,1,4,3,4,4,4,3,4,6,1,6,7,Web Developer
8,7,3,3,4,3,7,6,0,10,10,1,3,5,2,1,4,1,0,6,Blockchain Developer
3,7,3,1,4,9,8,3,4,3,4,0,2,4,1,3,7,3,7,8,Web Developer
4,6,6,2,4,6,0,3,4,3,0,10,10,3,4,3,5,4,9,8,Mobile Developer
3,6,7,2,1,3,4,0,4,0,0,4,3,4,7,2,6,7,8,7,Product Manager
7,4,10,10,9,1,2,4,4,1,4,3,3,7,7,4,4,0,4,4,Data Scientist
9,7,7,3,1,4,4,3,4,6,6,4,3,4,4,0,4,4,3,10,Blockchain Developer
4,9,5,3,4,8,8,6,0,2,4,0,0,0,2,0,6,0,10,7,Web Developer
7,8,7,0,1,4,5,7,3,10,9,2,3,5,1,3,7,4,1,6,Blockchain Developer
7,3,5,9,7,1,1,4,3,0,5,2,4,4,4,7,0,1,4,10,AI/ML Engineer
7,3,6,2,0,2,0,2,2,4,2,3,0,4,3,4,10,8,10,10,Product Manager
6,4,7,6,6,4,3,4,2,4,3,2,0,4,4,10,2,2,1,6,AI/ML Engineer
5,7,6,1,3,7,6,0,3,1,2,4,3,3,2,0,7,3,9,9,UI/UX Designer
6,7,5,4,0,1,6,6,1,10,8,2,4,3,1,2,7,2,2,6,Blockchain Developer
6,1,7,0,0,3,1,7,8,6,6,0,0,10,1,2,7,4,3,3,Cloud Architect
4,10,6,3,4,10,10,5,3,3,2,4,1,4,4,2,6,4,9,6,Web Developer
3,10,4,4,2,6,8,5,0,2,3,3,3,4,2,0,3,4,6,9,Web Developer
3,10,6,3,1,4,4,1,2,2,2,8,10,3,2,1,5,4,7,8,Mobile Developer
7,4,4,4,3,2,1,7,3,7,7,4,0,6,3,1,5,1,2,8,Cybersecurity Analyst
6,6,3,3,4,10,3,4,0,2,2,2,0,0,4,4,10,4,6,8,UI/UX Designer
6,9,3,2,1,7,6,4,0,4,3,2,3,3,4,1,5,1,9,6,Web Developer
5,1,3,4,2,0,1,7,10,5,8,0,1,7,4,4,5,1,0,9,DevOps Engineer
6,1,6,2,1,3,4,7,7,6,10,4,0,9,1,2,7,4,4,6,Cybersecurity Analyst
10,6,4,1,3,3,3,5,2,9,9,0,0,7,2,4,4,0,2,8,Blockchain Developer
10,4,6,10,8,3,0,3,4,4,0,2,1,3,7,4,5,1,1,5,Data Scientist
4,9,5,2,2,8,6,1,4,2,4,4,4,2,2,2,8,3,7,6,UI/UX Designer
4,7,3,1,1,5,0,0,3,1,3,10,7,4,2,1,6,3,7,9,Mobile Developer
10,2,10,3,3,1,0,3,6,0,3,4,4,9,7,4,3,2,4,8,Data Engineer
3,3,5,1,0,0,3,8,6,5,8,0,2,9,0,3,6,2,2,6,DevOps Engineer
8,0,6,1,3,1,2,6,7,2,3,3,4,10,6,4,7,2,2,10,Data Engineer
4,6,4,0,4,8,4,4,0,1,1,1,1,1,4,0,6,6,8,7,UI/UX Designer
4,10,4,1,1,9,7,3,0,4,3,0,3,3,4,3,4,3,10,10,Web Developer
4,9,7,3,3,10,6,2,4,1,2,1,0,1,4,1,6,6,10,8,UI/UX Designer
8,2,10,8,9,1,2,2,4,3,1,4,4,6,7,6,4,3,4,7,Data Scientist
4,0,5,1,2,0,1,9,10,6,8,3,3,10,4,3,7,3,1,9,DevOps Engineer
6,0,6,3,0,2,0,10,6,7,7,3,2,8,1,4,3,3,0,7,Cloud Architect
10,1,7,3,2,0,2,6,5,10,7,0,4,7,0,3,5,0,3,7,Cybersecurity Analyst
6,3,3,1,3,0,2,9,6,7,10,2,3,6,3,4,6,6,0,7,Cloud Architect
6,3,4,6,8,3,0,3,3,2,7,2,3,7,3,8,2,4,0,8,AI/ML Engineer
6,2,3,1,1,2,4,3,6,8,6,2,2,10,3,0,5,2,0,8,Cybersecurity Analyst
8,3,6,6,7,2,0,1,4,0,0,1,2,3,10,3,7,3,3,7,Data Scientist
7,7,7,4,4,3,0,0,3,1,0,10,10,4,4,2,6,1,7,6,Mobile Developer
10,0,7,7,10,2,1,7,0,3,6,1,3,5,4,6,0,1,3,9,AI/ML Engineer
6,3,5,3,4,0,0,4,3,7,6,0,3,9,4,2,7,0,4,9,Cybersecurity Analyst
5,7,6,3,1,9,5,3,2,2,0,3,3,1,1,4,8,3,8,9,UI/UX Designer
5,9,3,1,3,7,6,4,0,0,2,0,2,0,3,3,10,6,7,9,UI/UX Designer
3,10,6,0,1,6,4,0,3,1,3,6,9,4,2,0,3,0,6,9,Mobile Developer
4,5,8,3,0,3,2,4,0,0,2,3,4,4,6,0,9,7,10,10,Product Manager
7,3,7,2,0,3,0,8,7,4,7,3,1,9,3,0,4,4,1,7,DevOps Engineer
3,0,3,2,3,2,0,6,10,5,8,1,3,7,1,3,7,4,3,9,DevOps Engineer
7,8,3,3,1,6,10,4,2,1,1,2,2,1,2,0,5,2,7,6,Web Developer
5,3,7,3,1,2,0,9,7,7,7,2,1,7,1,3,4,5,3,4,Cloud Architect
3,4,9,1,3,2,1,4,1,3,3,0,1,7,5,0,7,6,7,8,Product Manager
6,8,6,4,3,4,0,4,2,0,0,7,7,1,4,3,3,3,9,7,Mobile Developer
7,8,5,4,2,6,1,4,0,2,1,6,6,3,1,4,4,1,6,9,Mobile Developer
4,3,4,3,4,1,1,7,6,5,7,1,0,6,4,3,4,3,0,6,DevOps Engineer
7,9,4,2,1,4,3,1,0,2,2,6,9,1,1,2,6,3,9,7,Mobile Developer
4,8,7,1,3,8,6,3,2,4,4,3,3,0,1,3,9,4,8,10,UI/UX Designer
7,0,10,8,9,1,0,2,1,1,2,0,0,7,9,5,5,2,0,6,Data Scientist
3,8,6,3,0,5,3,0,2,1,2,8,10,4,1,1,5,3,7,8,Mobile Developer
6,10,4,4,2,10,10,3,0,0,4,1,2,2,1,1,5,3,6,6,Web Developer
5,3,6,1,2,0,2,2,3,0,3,4,4,6,7,3,7,8,7,6,Product Manager
6,9,6,2,1,8,7,4,3,1,4,0,0,3,3,3,10,4,9,8,UI/UX Designer
9,2,6,0,4,4,3,5,3,8,9,4,4,8,1,2,4,2,1,7,Cybersecurity Analyst
5,7,5,0,1,6,6,2,2,4,1,3,4,4,2,1,8,4,10,6,UI/UX Designer
9,2,7,4,4,0,4,4,6,0,4,4,4,8,10,4,3,4,2,10,Data Engineer
3,7,3,3,2,5,3,3,2,1,1,7,9,2,2,2,3,0,10,6,Mobile Developer
7,2,5,1,2,1,1,4,6,8,6,1,0,9,2,1,4,1,0,9,Cybersecurity Analyst
5,6,9,2,1,3,1,1,0,2,0,4,0,6,6,3,10,7,9,6,Product Manager
4,4,6,0,1,1,1,10,8,6,9,1,4,7,3,0,4,7,4,5,Cloud Architect
3,4,9,3,1,1,1,3,3,0,3,2,2,4,4,1,6,8,8,9,Product Manager
8,7,4,1,4,3,3,7,4,9,8,3,2,6,4,1,7,4,0,10,Blockchain Developer
10,4,7,0,7,0,2,3,4,1,4,4,3,10,6,2,5,2,2,9,Data Engineer
6,0,7,3,1,4,1,4,4,8,10,2,3,9,0,0,3,3,1,7,Cybersecurity Analyst
4,9,7,3,0,10,8,7,3,1,2,3,2,4,0,3,4,4,9,7,Web Developer
10,0,7,1,2,2,3,7,7,6,10,2,4,9,3,2,5,2,4,10,Cybersecurity Analyst
7,3,6,3,3,3,4,9,8,8,6,1,2,6,4,1,6,6,4,4,Cloud Architect
6,7,4,1,3,2,4,6,2,6,8,2,1,6,4,0,6,1,3,10,Blockchain Developer
7,9,6,2,0,1,4,5,1,10,9,3,1,4,1,3,4,4,4,9,Blockchain Developer
6,4,4,0,2,1,3,6,6,8,10,0,2,7,1,3,3,3,1,7,Cybersecurity Analyst
9,0,9,2,7,4,0,5,3,0,3,3,1,9,8,0,3,1,4,6,Data Engineer
4,9,4,3,1,9,8,3,2,0,2,2,1,4,3,3,6,0,9,9,Web Developer
7,7,6,3,3,3,3,2,0,1,0,3,2,5,3,1,9,8,9,9,Product Manager
6,2,3,3,2,0,3,10,6,6,8,3,4,8,0,2,5,5,0,4,Cloud Architect
6,0,9,1,5,1,0,5,6,0,3,1,4,7,6,1,7,3,2,6,Data Engineer
7,2,4,2,1,1,0,8,9,9,8,0,3,10,3,0,4,4,1,3,Cloud Architect
10,1,4,9,7,4,4,5,1,2,6,2,1,7,6,7,3,0,1,6,AI/ML Engineer
8,3,10,0,3,1,4,7,6,1,7,4,4,8,10,2,7,0,2,8,Data Engineer
7,3,3,1,4,1,2,9,10,7,6,0,0,7,3,1,6,4,1,7,DevOps Engineer
7,1,6,1,2,2,1,5,3,8,9,4,1,7,2,2,7,4,3,6,Cybersecurity Analyst
5,8,5,1,3,10,8,6,4,4,2,2,1,3,3,2,7,2,10,10,Web Developer
7,10,6,0,2,8,6,1,1,0,0,3,1,2,1,3,7,7,9,10,UI/UX Designer
4,0,7,2,0,0,3,6,8,4,9,2,2,8,4,4,4,2,4,10,DevOps Engineer
9,1,7,10,9,4,0,3,2,0,0,2,0,6,10,3,6,1,3,7,Data Scientist
6,6,7,4,3,1,2,0,4,2,4,4,3,4,7,2,10,7,6,10,Product Manager
8,2,6,6,10,4,1,4,1,3,0,3,4,6,9,6,7,3,1,7,Data Scientist
6,1,4,3,2,0,3,6,7,6,9,2,3,10,4,4,5,6,4,6,Cloud Architect
6,10,5,0,2,1,3,7,4,7,9,1,4,7,3,1,5,1,2,10,Blockchain Developer
4,7,9,1,4,0,4,4,4,1,4,3,2,6,3,1,8,7,7,10,Product Manager
7,2,10,4,3,4,1,7,3,3,7,4,1,7,9,2,7,1,2,10,Data Engineer
10,1,7,1,3,3,0,6,6,3,3,4,2,10,6,3,5,4,1,10,Data Engineer
5,6,7,3,1,4,1,4,1,3,0,4,1,3,4,1,7,9,7,6,Product Manager
6,9,6,3,3,6,4,2,0,4,0,2,0,1,3,1,6,5,10,7,UI/UX Designer
5,7,3,1,1,9,3,1,4,2,0,3,1,4,2,2,10,3,8,8,UI/UX Designer
6,3,7,7,7,0,1,3,1,1,7,1,0,5,5,8,0,0,2,7,AI/ML Engineer
3,3,9,3,4,0,3,2,0,2,1,4,3,4,6,1,9,10,6,8,Product Manager
4,7,5,1,4,3,4,3,0,3,1,8,10,3,1,4,7,3,7,8,Mobile Developer
10,2,7,8,7,2,4,4,0,2,3,0,2,5,6,7,5,4,0,7,Data Scientist
9,1,7,1,3,4,0,4,3,0,5,3,4,8,9,1,5,3,2,6,Data Engineer
10,8,4,4,0,0,5,3,4,7,8,2,3,6,1,1,5,4,4,9,Blockchain Developer
7,8,5,4,2,6,6,6,3,4,4,4,0,2,4,4,3,0,6,8,Web Developer
